OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
01301600,OGLE SCHOOL HAIR SKIN NAILS,TX,760137400,Proprietary,105,121,578165,232,578165,
01302200,CITY UNIVERSITY OF SEATTLE,WA,981211851,Private-Nonprofit,9,9,172229,30,172229,
01302900,Boricua College,NY,100321599,Private-Nonprofit,0,0,0,0,0,
01303900,SOUTH UNIVERSITY,GA,314064881,Proprietary,379,451,3342771,1125,3342771,
01307400,AMERICAN BEAUTY COLLEGE,CA,917902906,Proprietary,0,0,0,0,0,
01308800,CAPRI OAK FOREST BEAUTY COLLEGE,IL,604522798,Proprietary,18,23,145418,47,145418,
01309500,SALON SUCCESS ACADEMY,CA,928813415,Proprietary,32,39,143039,81,143039,
01310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,921013046,Private-Nonprofit,0,0,0,0,0,
01313200,INTERNATIONAL COLLEGE OF BROADCASTING,OH,454311898,Proprietary,8,9,55296,18,55296,
01315300,MASSEY UNIVERSITY,,4744,Foreign-Public,1,2,14098,4,14098,
01318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,030513754,Proprietary,3,3,12476,6,12476,
01320800,BAPTIST BIBLE COLLEGE,MO,658033498,Private-Nonprofit,32,35,288044,60,288044,
01321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,191281737,Proprietary,5,5,51000,10,51000,
01321800,M.J. Murphy Beauty College,MI,488582502,Proprietary,0,0,0,0,0,
01323100,UNIVERSITY OF HOUSTON - VICTORIA,TX,779015731,Public,43,49,305759,74,305759,
01323200,Academy of Hair Design,NV,891461617,Proprietary,25,25,160783,44,160783,
01324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,954037757,Proprietary,13,13,90782,29,90782,
01326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,168014516,Proprietary,130,140,1349003,384,1349003,
02050300,ACADEMY COLLEGE,MN,554311411,Proprietary,5,6,82051,15,82051,
02052000,Brightwood College,OH,454391516,Proprietary,22,28,168060,65,168060,
02052200,BLACK RIVER TECHNICAL COLLEGE,AR,724550468,Public,0,0,0,0,0,
02052400,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,,CB3   9EU,Foreign-Public,0,0,0,0,0,
02053000,LIBERTY UNIVERSITY,VA,245152269,Private-Nonprofit,2021,2338,33105547,4012,33105547,
02053700,Eastwick College,NJ,074462546,Proprietary,25,26,212981,70,212981,
02054300,TRUMBULL BUSINESS COLLEGE,OH,444843250,Proprietary,1,1,2135,1,2135,
02055200,Harrington College of Design,IL,606051900,Proprietary,0,0,0,0,0,
02055400,BOSSIER PARISH COMMUNITY COLLEGE,LA,711110000,Public,29,29,137950,50,137950,
02055500,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,706014334,Proprietary,1,1,4848,3,4848,
02056100,FOUR RIVERS CAREER CENTER,MO,630904543,Public,1,1,2500,1,2500,
02056400,CAPRI COSMETOLOGY LEARNING CENTER,NY,109544915,Proprietary,36,36,216224,68,216224,
02056500,MITCHELL'S HAIR STYLING ACADEMY,NC,276063326,Proprietary,6,6,42750,11,42750,
02056800,DAYMAR COLLEGE,OH,456624900,Proprietary,2,2,7495,5,7495,
02058600,CONLEE'S COLLEGE OF COSMETOLOGY,TX,780284288,Proprietary,0,0,0,0,0,
02060300,MIAT College of Technology,MI,481882533,Proprietary,178,226,1594876,483,1594876,
02060900,BROWN COLLEGE OF COURT REPORTING,GA,303092823,Proprietary,5,6,99906,15,99906,
02061000,VENUS BEAUTY ACADEMY,PA,190791501,Proprietary,10,10,57836,19,57836,
02061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,075062516,Proprietary,3,3,9531,5,9531,
02063000,MONTSERRAT COLLEGE OF ART,MA,019154508,Private-Nonprofit,77,80,1462822,148,1462822,
02063500,COASTLINE COMMUNITY COLLEGE,CA,927082597,Public,2,3,22042,5,22042,
02063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,293167251,Private-Nonprofit,0,0,0,0,0,
02065300,PRESCOTT COLLEGE,AZ,863012990,Private-Nonprofit,29,30,392912,49,392912,
02065700,CALIFORNIA BEAUTY COLLEGE,CA,953541190,Proprietary,5,6,11753,12,11753,
02066100,Ohio State College of Barber Styling,OH,432131301,Proprietary,0,0,0,0,0,
02066200,"New School, The",NY,100118603,Private-Nonprofit,768,781,22519473,1645,22518637,
02068100,ADLER UNIVERSITY,IL,606027298,Private-Nonprofit,0,0,0,0,0,
02068200,COX COLLEGE,MO,658021988,Private-Nonprofit,29,35,264677,53,264677,
02068300,DOUGLAS EDUCATION CENTER,PA,150621097,Proprietary,61,92,1572953,179,1572953,
02069000,NEW YORK SCHOOL OF INTERIOR DESIGN,NY,100215110,Private-Nonprofit,22,22,588374,42,588374,
02069300,Vatterott College,IL,623055938,Proprietary,21,34,165727,94,165727,
02070500,CONCORDIA UNIVERSITY,CA,926123203,Private-Nonprofit,249,250,4714866,468,4714866,
02073300,Gallia Jackson Vinton Joint School Adult Education,OH,456740000,Public,0,0,0,0,0,
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,725030000,Public,1,1,7187,2,7187,
02073900,WOR-WIC COMMUNITY COLLEGE,MD,218041486,Public,8,9,66492,17,66492,
02074000,BRANFORD HALL CAREER INSTITUTE,CT,064059811,Proprietary,153,169,715091,324,715091,
02074400,Illinois Eastern Community Colleges -Frontier Community College,IL,628372601,Public,1,1,5500,3,5500,
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,717317010,Public,0,0,0,0,0,
02074800,LIFE UNIVERSITY,GA,300602996,Private-Nonprofit,64,77,1134633,169,1134633,
02075300,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,AR,721183347,Public,22,23,122683,68,122683,
02075700,BRIARCLIFFE COLLEGE,NY,117162624,Proprietary,56,66,401910,137,401910,
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,Private-Nonprofit,28,40,1031391,67,1031391,
02077100,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,532026003,Private-Nonprofit,138,150,2074045,276,2074045,
02077400,NORTH LAKE COLLEGE,TX,750383899,Public,0,0,0,0,0,
02078000,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI,531320000,Private-Nonprofit,0,0,0,0,0,
02078800,Collectiv Hair Dressing Academy,UT,840948409,Proprietary,0,0,0,0,0,
02078900,ART INSTITUTE OF COLORADO (THE),CO,802032172,Proprietary,108,154,1338500,409,1338500,
02079400,EMPIRE BEAUTY SCHOOL,MA,017025232,Proprietary,206,245,1239690,454,1239690,
02079700,College of Hair Design,NE,685082199,Proprietary,25,30,163998,74,163998,
02081400,ARLINGTON BAPTIST UNIVERSITY,TX,760123425,Private-Nonprofit,25,27,183022,49,183022,
02082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,,CB3   9ET,Foreign-Public,0,0,0,0,0,
02083400,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,,CB3   9BB,Foreign-Public,0,0,0,0,0,
02083600,Brightwood College,MD,207052698,Proprietary,99,113,673847,302,673847,
02083900,NORTHERN NEW MEXICO COLLEGE,NM,875300000,Public,0,0,0,0,0,
02084800,RAVENSCROFT BEAUTY COLLEGE,IN,468354132,Proprietary,4,4,22119,8,22119,
02087000,OZARKA COLLEGE,AR,725560010,Public,0,0,0,0,0,
02087400,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,,CB3   9DF,Foreign-Public,0,0,0,0,0,
02087600,CONCORDIA THEOLOGICAL SEMINARY,IN,468254996,Private-Nonprofit,0,0,0,0,0,
02087900,OXFORD BROOKES UNIVERSITY,,OX3   0BP,Foreign-Public,6,6,183950,11,183950,
02089600,CONCORDE CAREER INSTITUTE,FL,322566905,Proprietary,96,100,798759,210,798759,
02090200,Triangle Tech,PA,165022594,Proprietary,8,9,96652,18,96652,
02090300,CAPRI COLLEGE,IA,524040000,Proprietary,23,27,127665,52,127665,
02090700,Cleveland University-Kansas City,KS,662101613,Private-Nonprofit,2,2,17250,2,17250,
02091200,ELEGANCE INTERNATIONAL,CA,900286106,Proprietary,78,102,515795,191,515795,
02091700,Brightwood College,CA,921231509,Proprietary,121,129,961945,331,961945,
02092100,MASSACHUSETTS SCHOOL OF BARBERING,MA,021695058,Proprietary,4,4,14210,8,14210,
02092300,Eastwick College - Nutley Campus,NJ,071109802,Proprietary,72,95,402964,257,402964,
02092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,NY,139013190,Proprietary,1,1,9342,2,9342,
02092500,LAUREL TECHNICAL INSTITUTE,PA,161461612,Proprietary,32,53,162929,122,162929,
02093700,LONG ISLAND BUSINESS INSTITUTE,NY,113542997,Proprietary,0,0,0,0,0,
02094100,BEN-GURION UNIVERSITY OF THE NEGEV,,8410501,Foreign-Public,0,0,0,0,0,
02094400,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,CB3   0BN,Foreign-Public,0,0,0,0,0,
02095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,NW1 4SA,Foreign-Public,0,0,0,0,0,
02096100,FIELDING GRADUATE UNIVERSITY,CA,931053814,Private-Nonprofit,0,0,0,0,0,
02097300,HASTINGS BEAUTY SCHOOL,MN,550331205,Proprietary,1,1,8946,2,8946,
02098300,WESTERN TECHNICAL COLLEGE,TX,799272105,Proprietary,165,186,1455396,352,1455396,
02098400,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,NY,133501446,Public,3,3,8600,5,8600,
02098800,University of Phoenix,AZ,852822371,Proprietary,598,637,5431122,1273,5387754,
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,Private-Nonprofit,0,0,0,0,0,
02099500,CENTRAL COMMUNITY COLLEGE,NE,688017299,Public,34,35,164763,66,164763,
02099700,ROSS MEDICAL EDUCATION CENTER,MI,485071234,Proprietary,20,20,73958,34,73958,
02100000,Universidad Politecnica de Puerto Rico,PR,009185955,Private-Nonprofit,6,6,29636,14,29636,
02100200,BROOKHAVEN COLLEGE,TX,752444997,Public,0,0,0,0,0,
02100300,MED-ASSIST SCHOOL OF HAWAII,HI,968134322,Proprietary,1,1,10200,2,10200,
02100500,Universal Technical Institute,AZ,850279969,Proprietary,1303,1823,14607276,4117,14607276,
02100600,CARRINGTON COLLEGE,AZ,850154096,Proprietary,272,287,1716428,1264,1716428,
02101000,Northwest College School of Beauty,OR,970867702,Proprietary,17,19,75744,38,75744,
02101900,ROEHAMPTON UNIVERSITY,,SW15 5PJ,Foreign-Public,3,3,104700,9,104700,
02102100,KINGSWOOD UNIVERSITY,,E4E 5L2,Foreign-Private,6,6,49000,11,49000,
02103700,Capri Institute of Hair Design,NJ,076523901,Proprietary,12,12,76995,23,76995,
02104000,HARRIS SCHOOL OF BUSINESS,NJ,080022983,Proprietary,131,133,553056,247,553056,
02104300,OTSEGO DELAWARE SCHOHARIE GREENE BOCES,NY,121340000,Public,5,5,21596,18,21596,
02104400,SPA TECH INSTITUTE,ME,040920000,Proprietary,22,22,125729,42,125729,
02104900,SUMNER COLLEGE,OR,972247157,Proprietary,14,16,138257,43,138257,
02105300,Evergreen Beauty and Barber College,WA,980073722,Proprietary,4,4,21611,7,21611,
02105900,BRITTANY BEAUTY ACADEMY,NY,112095409,Proprietary,2,2,9820,3,9820,
02106100,COLLEGE OF COSMETOLOGY,OR,976013233,Proprietary,3,3,12900,6,12900,
02106400,O'More College of Design,TN,370642816,Private-Nonprofit,25,28,407765,48,407765,
02106600,AMERICAN INSTITUTE,CT,061101922,Proprietary,78,91,308166,162,308166,
02106800,BRAMSON ORT COLLEGE MAIN CAMPUS-01,NY,113754239,Private-Nonprofit,3,3,17000,3,13500,
02107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,191021424,Private-Nonprofit,17,19,329176,33,329176,
02107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,895123999,Public,9,9,78889,15,78889,
02107800,UNIVERSITY OF HAWAII - WEST OAHU,HI,967074507,Public,5,5,57145,9,57145,
02108600,LONDON ACADEMY OF MUSIC & DRAMATIC ART,,W14 9DA,Foreign-Private,7,10,313562,21,313562,
02108800,WARDS CORNER BEAUTY ACADEMY,VA,235053700,Proprietary,1,1,10922,1,5461,
02110200,COLUMBIA COLLEGE HOLLYWOOD,CA,913561411,Private-Nonprofit,207,256,4771430,611,4771430,
02110700,Cleveland Institute of Dental - Medical Assistants,OH,441152285,Proprietary,11,12,57649,22,57649,
02110800,California College San Diego,CA,921111009,Private-Nonprofit,9,15,102232,32,102232,
02110900,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN,NY,147609303,Public,3,3,12691,6,12691,
02111300,CUYAMACA COLLEGE,CA,920194369,Public,0,0,0,0,0,
02111600,SOVAH HEALTH SCHOOL OF HEALTH PROFESSIONS,VA,245412922,Proprietary,0,0,0,0,0,
02112200,Great Lakes Institute of Technology,PA,165092482,Proprietary,57,67,380999,168,380999,
02112300,Ridley - Lowell Business & Technical Institute,CT,063205548,Proprietary,26,26,174300,51,174300,
02112700,"NORTH HAVEN ACADEMY, LLC",CT,064733108,Proprietary,30,30,251249,57,251249,
02113600,AMERICAN INTERCONTINENTAL UNIVERSITY,IL,601732007,Proprietary,177,205,1351375,524,1351375,
02113800,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,850072514,Proprietary,4,4,50894,8,50894,
02114200,JOHNSON COLLEGE,PA,185081495,Private-Nonprofit,85,102,862785,162,862785,
02115900,UNIVERSITY OF PORTSMOUTH,,PO1 2UP,Foreign-Public,5,5,130423,16,130423,
02116000,SANFORD-BROWN COLLEGE,TX,770428900,Proprietary,0,0,0,0,0,
02116300,PUEBLO COMMUNITY COLLEGE,CO,810041499,Public,9,10,78714,19,78714,
02116700,UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE,,CB3   0BU,Foreign-Public,0,0,0,0,0,
02116900,UPPER VALLEY JOINT VOCATIONAL SCHOOL,OH,453569237,Public,3,4,12295,6,12295,
02117100,ART INSTITUTE OF HOUSTON (THE),TX,770277311,Proprietary,628,782,7738152,2188,7738152,
02117300,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,OH,452411581,Public,25,25,160608,48,160608,
02117400,BECK SCHOOL OF PRACTICAL NURSING,IL,622783368,Public,3,3,13206,6,13206,
02117500,NAROPA UNIVERSITY,CO,803026697,Private-Nonprofit,50,53,1225158,101,1225158,
02117800,AVEDA INSTITUTE LAFAYETTE,LA,705033246,Proprietary,19,19,144765,36,144765,
02118000,LEVITTOWN BEAUTY ACADEMY,PA,190541713,Proprietary,2,2,2600,4,2600,
02119100,Mission College,CA,950541897,Public,0,0,0,0,0,
02119200,COURT REPORTING INSTITUTE OF ST LOUIS,MO,631053329,Proprietary,1,1,900,1,900,
02119300,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,PA,159041440,Proprietary,3,3,14600,6,14600,
02120000,UNIVERSITY OF LONDON - THE COURTAULD INSTITUTE OF ART,,WC2R 0RN,Foreign-Public,0,0,0,0,0,
02120600,SAYBROOK UNIVERSITY,CA,946121928,Private-Nonprofit,0,0,0,0,0,
02120700,SAN JOAQUIN VALLEY COLLEGE,CA,932919283,Proprietary,773,895,6797256,1783,6797256,
02121100,MIDWEST INSTITUTE,MO,630262023,Proprietary,20,22,192221,47,192221,
02122000,NEW ENGLAND HAIR ACADEMY,MA,021485118,Proprietary,18,18,142441,31,142441,
02123200,AVEDA INSTITUTE,MN,554141004,Proprietary,41,42,427388,90,427388,
02124000,ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING,NY,109242410,Public,3,4,19800,8,19800,
02124400,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,627040000,Proprietary,25,26,168185,50,168185,
02124500,FRANKLIN TECHNOLOGY CENTER,MO,648011595,Public,5,5,32800,9,32800,
02125000,CAREER ACADEMY OF BEAUTY,CA,928452032,Proprietary,9,9,39131,21,39131,
02125200,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,DE,199581462,Private-Nonprofit,0,0,0,0,0,
02125300,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,371152120,Proprietary,1,1,3092,2,3092,
02125500,CIRCLE IN THE SQUARE THEATRE SCHOOL,NY,100196795,Private-Nonprofit,17,17,445601,33,445601,
02125600,MICHIGAN COLLEGE OF BEAUTY-TROY,MI,480835210,Proprietary,4,5,34419,10,34419,
02126300,Madison Oneida BOCES Practical Nursing Program,NY,134783526,Public,1,1,12500,4,12500,
02126500,ENID BEAUTY COLLEGE,OK,737034767,Proprietary,1,1,3100,2,3100,
02127400,YTI CAREER INSTITUTE,PA,174029017,Proprietary,196,229,1520116,573,1520116,
02128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,Proprietary,77,87,569196,175,569196,
02128600,Art Institute of Cincinnati (The),OH,452463322,Proprietary,10,11,85328,21,85328,
02129000,Triangle Tech,PA,156013304,Proprietary,60,76,613682,145,613682,
02131600,PENNCO TECH,NJ,080129961,Proprietary,149,187,1035559,357,1035559,
02132300,Fortis Institute,NJ,074707041,Proprietary,162,209,1011919,430,1011919,
02132800,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,200072758,Private-Nonprofit,1,1,4000,2,4000,
02133400,UNIVERSITY OF CAMBRIDGE - SIDNEY SUSSEX COLLEGE,,CB2   3HU,Foreign-Public,0,0,0,0,0,
02134500,LA' JAMES INTERNATIONAL COLLEGE,IA,528063452,Proprietary,5,5,43008,8,36416,
02134800,Old Town Barber  College,KS,672111693,Proprietary,3,4,13257,8,13257,
02136600,WISCONSIN LUTHERAN COLLEGE,WI,532264626,Private-Nonprofit,150,154,1735884,288,1735884,
02137000,ROB ROY ACADEMY,MA,027803121,Proprietary,3,3,15822,6,15822,
02137100,BLACK HILLS BEAUTY COLLEGE,SD,577012718,Proprietary,7,7,48070,13,48070,
02137200,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM,MA,021142696,Private-Nonprofit,0,0,0,0,0,
02138300,PALO ALTO UNIVERSITY,CA,943041337,Private-Nonprofit,11,12,156390,37,156390,
02139500,HAWAII INSTITUTE OF HAIR DESIGN,HI,968175195,Proprietary,0,0,0,0,0,
02140000,Riverside College of Health Careers,VA,236013808,Private-Nonprofit,14,14,90891,29,90891,
02140400,ST. JOSEPH SCHOOL OF NURSING,NH,030604161,Private-Nonprofit,4,6,31400,10,31400,
02140700,Canton City School District Adult Career & Technical Education,OH,447102143,Public,1,1,10000,3,10000,
02140800,MARTIN UNIVERSITY,IN,462183878,Private-Nonprofit,0,0,0,0,0,
02141500,SAVANNAH COLLEGE OF ART AND DESIGN,GA,314014592,Private-Nonprofit,2164,2657,65397795,6380,65397795,
02142000,UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE,,CB2   8PH,Foreign-Public,0,0,0,0,0,
02142200,LEX LA RAY TECHNICAL CENTER,MO,640671525,Public,1,2,15974,4,15974,
02143400,Salish Kootenai College,MT,598550000,Public,0,0,0,0,0,
02143500,STERLING COLLEGE,VT,058270072,Private-Nonprofit,26,37,372663,75,372663,
02144000,Beauty Institute (The),PA,181091629,Proprietary,12,16,45933,28,45933,
02144800,VET TECH INSTITUTE OF HOUSTON,TX,770279881,Proprietary,83,102,736138,191,736138,
02145100,Scott College of Cosmetology,WV,260033532,Proprietary,2,3,9470,4,9470,
02145800,CAYUGA ONONDAGA BOCES,NY,130219430,Public,0,0,0,0,0,
02146000,WAYNE - FINGER LAKES BOCES,NY,145131863,Public,2,2,24000,6,24000,
02146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,850425898,Public,0,0,0,0,0,
02146800,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,078014054,Proprietary,19,19,300168,36,300168,
02148200,FASHION FOCUS HAIR ACADEMY,FL,342314815,Proprietary,0,0,0,0,0,
02149700,UNIVERSITY OF WINCHESTER (THE),,S022 4NR,Foreign-Public,6,6,160698,12,160698,
02149900,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,FL,322464737,Proprietary,40,42,246996,80,246996,
02150600,COSMETOLOGY AND SPA ACADEMY,IL,600144003,Proprietary,12,13,66054,23,66054,
02151500,CENTRAL SUSQUEHANNA LPN CAREER CENTER,PA,178378818,Public,7,9,59018,18,59018,
02151900,KEISER UNIVERSITY,FL,333093700,Private-Nonprofit,1508,1905,14197911,3593,14197911,
02153100,PAUL MITCHELL THE SCHOOL - MURFREESBORO,TN,371293382,Proprietary,22,23,174652,50,174652,
02153600,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING,NY,139051699,Public,2,2,12100,4,12100,
02154000,Divers Academy of the Eastern Seaboard,NJ,080811139,Proprietary,2,2,49278,4,49278,
02154400,BEAU MONDE COLLEGE OF HAIR DESIGN,OR,972321315,Proprietary,7,7,46642,15,46642,
02155300,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,CA,900173830,Private-Nonprofit,2,2,42780,7,42780,
02156200,TECHNICAL COLLEGE OF THE ROCKIES,CO,814168705,Public,0,0,0,0,0,
02156800,UNIVERSITY OF OTAGO,,9016,Foreign-Public,5,6,102878,8,102878,
02157100,CONCORDE CAREER COLLEGE,TN,381370132,Proprietary,152,170,1132375,396,1132375,
02157900,ROCHESTER GENERAL-ISABELLA GRAHAM HART SCHOOL OF PRACTICAL NURSING,NY,146213007,Private-Nonprofit,4,4,24586,8,24586,
02158200,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES,NY,128391053,Public,0,0,0,0,0,
02158300,Mifflin County Academy of Science and Technology,PA,170441675,Public,1,1,11172,2,11172,
02158400,Harrison College,IN,462042611,Proprietary,163,229,1163689,521,1163689,
02158500,OHIO BUSINESS COLLEGE,OH,440350701,Proprietary,25,26,116966,69,116966,
02158600,Mr. Bela's School of Cosmetology,MI,480911192,Proprietary,1,1,3500,2,3500,
02158800,Don Roberts Beauty School,IN,463854597,Proprietary,1,3,3965,6,3965,
02159600,BAPTIST COLLEGE OF FLORIDA (THE),FL,324403306,Private-Nonprofit,14,17,89746,22,89746,
02159700,NEW HOPE CHRISTIAN COLLEGE,OR,974051194,Private-Nonprofit,10,10,154791,20,154791,
02159800,"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR, SKIN, AND NAILS",MN,557461734,Proprietary,0,0,0,0,0,
02160100,GENEVA GENERAL HOSPITAL,NY,144561651,Private-Nonprofit,5,5,21736,8,21736,
02160300,SANFORD-BROWN COLLEGE,IL,606063433,Proprietary,1,1,12084,3,12084,
02160900,PCI ACADEMY,IA,500106062,Proprietary,28,34,181068,67,181068,
02161800,MUSICIANS INSTITUTE,CA,900286157,Proprietary,206,269,5001931,599,4992136,
02162300,"IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA",,08034,Foreign-Private,0,0,0,0,0,
02163300,UNIVERSIDAD CENTRAL DEL CARIBE,PR,009606032,Private-Nonprofit,0,0,0,0,0,
02163400,NEW YORK CAREER INSTITUTE,NY,100072801,Proprietary,13,13,56885,32,55274,
02163500,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,024535201,Proprietary,14,14,263939,26,263939,
02163600,WILLIAM JAMES COLLEGE,MA,024593211,Private-Nonprofit,0,0,0,0,0,
02164300,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,463759999,Proprietary,6,8,44637,15,44637,
02165100,EDP UNIVERSITY OF PUERTO RICO,PR,009192303,Private-Nonprofit,0,0,0,0,0,
02165200,SALON PROFESSIONAL ACADEMY (THE),CO,815015309,Proprietary,8,8,35337,17,35337,
02166000,CENTER FOR ADVANCED STUDIES ON PUERTO RICO & THE CARIBBEAN,PR,009013970,Private-Nonprofit,0,0,0,0,0,
02166100,ELAINE P. NUNEZ COMMUNITY COLLEGE,LA,700431249,Public,0,0,0,0,0,
02166200,ITI TECHNICAL COLLEGE,LA,708175927,Proprietary,101,118,477650,298,477650,
02166400,INSTITUTO DE BANCA Y COMERCIO,PR,009171102,Proprietary,1,1,3170,2,3170,
02167400,UNIVERSITY OF CAMBRIDGE - CORPUS CHRISTI COLLEGE,,CB2   1RH,Foreign-Public,0,0,0,0,0,
02167800,Estes Institute of Cosmetology Arts & Sciences,CA,932916354,Proprietary,0,0,0,0,0,
02168600,EAST-WEST UNIVERSITY,IL,606052185,Private-Nonprofit,21,22,208506,59,208506,
02168900,Kansas Christian College,KS,662041975,Private-Nonprofit,6,6,17499,10,17499,
02169100,DAVIS COLLEGE,NY,137902712,Private-Nonprofit,18,31,150800,44,150800,
02169600,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,168309702,Public,5,6,27324,10,27324,
02169900,Assabet Valley Regional Vocational School,MA,017521288,Public,0,0,0,0,0,
02170000,Swedish Institute,NY,100016700,Proprietary,64,68,549263,155,549263,
02170200,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM,NY,122052111,Public,8,8,60500,30,60500,
02170600,United States Sports Academy,AL,365267055,Private-Nonprofit,2,2,6561,2,6561,
02171500,WESTERN INTERNATIONAL UNIVERSITY,AZ,852820000,Proprietary,0,0,0,0,0,
02171900,AILEY SCHOOL (THE),NY,100194402,Private-Nonprofit,18,18,289899,34,289899,
02172100,HAMILTON - FULTON - MONTGOMERY BOCES,NY,120950665,Public,0,0,0,0,0,
02172700,CONCORDE CAREER INSTITUTE,FL,336074165,Proprietary,83,86,532061,174,532061,
02172800,DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING,NY,126016599,Public,1,1,4700,2,4700,
02173200,Empire Beauty School,NY,100013010,Proprietary,212,249,972394,449,972394,
02173900,ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING,NY,124660000,Public,4,4,27041,7,27041,
02174400,TRIANGLE TECH,PA,158409544,Proprietary,85,117,900960,227,900960,
02174800,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS PAUL MITCHELL PARTNER SCHO,NH,031100000,Proprietary,22,24,165691,49,165691,
02175800,CENTRA COLLEGE OF NURSING,VA,245011109,Private-Nonprofit,7,7,31363,9,31363,
02176000,Cheryl Fell's School of Business,NY,143041505,Proprietary,0,0,0,0,0,
02177500,RIO SALADO COMMUNITY COLLEGE,AZ,852816948,Public,0,0,0,0,0,
02177700,UNIVERSITY OF CAMBRIDGE - KING'S COLLEGE,,CB2   1ST,Foreign-Public,2,2,109538,6,109538,
02178200,CHARLESTON SCHOOL OF BEAUTY CULTURE,WV,253012206,Proprietary,1,1,4000,2,4000,
02178500,Eagle Gate College,UT,841235798,Proprietary,2,2,7169,5,7169,
02178700,CITRUS HEIGHTS BEAUTY COLLEGE,CA,956101410,Proprietary,0,0,0,0,0,
02178900,JOLIE HEALTH AND BEAUTY ACADEMY,PA,182021465,Proprietary,36,38,173420,68,173420,
02179400,EASTERN SUFFOLK BOCES,NY,117170000,Public,16,18,96386,34,96386,
02179600,EMPIRE BEAUTY SCHOOLS,NH,038781592,Proprietary,25,28,163412,51,163412,
02179900,ARGOSY UNIVERSITY,CA,928684844,Proprietary,1101,1401,13751909,3583,13749909,
02180100,ROSS MEDICAL EDUCATION CENTER,MI,480712565,Proprietary,11,11,54067,21,54067,
02180200,METRO BUSINESS COLLEGE,MO,637013846,Proprietary,2,2,8500,4,8500,
02180500,MIDDLESEX UNIVERSITY,,NW4 4BT,Foreign-Public,15,15,396093,30,396093,
