OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,,
02055200,HARRINGTON COLLEGE OF DESIGN,IL,606051900,Proprietary,27,32,383136,59,383136,,
02055400,BOSSIER PARISH COMMUNITY COLLEGE,LA,711110000,Public,45,45,285297,79,285297,,
02055500,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,706014334,Proprietary,0,0,0,0,0,,
02056100,FOUR RIVERS CAREER CENTER,MO,630904543,Public,0,0,0,0,0,,
02056400,CAPRI COSMETOLOGY LEARNING CENTER,NY,109544915,Proprietary,17,17,109761,31,109761,,
02056500,MITCHELL'S HAIR STYLING ACADEMY,NC,278938612,Proprietary,4,4,38892,8,38892,,
02056800,DAYMAR COLLEGE,OH,456624900,Proprietary,4,6,23164,14,23164,,
02060300,MIAT COLLEGE OF TECHNOLOGY,MI,481882533,Proprietary,102,132,920046,283,883973,,
02060900,BROWN COLLEGE OF COURT REPORTING,GA,303092823,Proprietary,4,4,17350,9,17350,,
02061000,VENUS BEAUTY ACADEMY,PA,190791501,Proprietary,8,9,43699,17,43699,,
02061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,075062516,Proprietary,0,0,0,0,0,,
02063000,MONTSERRAT COLLEGE OF ART,MA,019154508,Private-Nonprofit,53,56,1007003,100,979234,,
02063500,COASTLINE COMMUNITY COLLEGE,CA,927082597,Public,1,1,11000,1,11000,,
02063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,293167251,Private-Nonprofit,0,0,0,0,0,,
02065300,PRESCOTT COLLEGE,AZ,863012990,Private-Nonprofit,28,31,351869,49,351869,,
02065700,CALIFORNIA BEAUTY COLLEGE,CA,953541190,Proprietary,4,5,12643,10,12643,,
02066100,OHIO STATE COLLEGE OF BARBER STYLING,OH,432131301,Proprietary,2,2,15000,6,15000,,
02066200,"NEW SCHOOL, THE",NY,100118603,Private-Nonprofit,703,735,19633343,1461,19372130,,
02068100,ADLER UNIVERSITY,IL,606027298,Private-Nonprofit,0,0,0,0,0,,
02068200,LESTER E. COX MEDICAL CENTER,MO,658021988,Private-Nonprofit,16,17,150544,26,150544,,
02068300,DOUGLAS EDUCATION CENTER,PA,150621097,Proprietary,59,84,1414850,165,1382878,,
02069000,NEW YORK SCHOOL OF INTERIOR DESIGN,NY,100215110,Private-Nonprofit,21,23,477308,43,477308,,
02069300,VATTEROTT COLLEGE,IL,623055938,Proprietary,35,45,366596,113,340839,,
02070500,CONCORDIA UNIVERSITY,CA,926123203,Private-Nonprofit,228,234,4579573,438,4579573,,
02073300,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,OH,456740000,Public,0,0,0,0,0,,
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,725030000,Public,1,1,5543,4,5543,,
02073900,WOR-WIC COMMUNITY COLLEGE,MD,218041486,Public,12,12,108465,15,108465,,
02074000,BRANFORD HALL CAREER INSTITUTE,CT,064059811,Proprietary,172,196,887782,386,847188,,
02074100,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,787041281,Proprietary,0,0,0,0,0,,
02074400,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,IL,628372601,Public,0,0,0,0,0,,
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,717317010,Public,0,0,0,0,0,,
02074800,LIFE UNIVERSITY,GA,300602996,Private-Nonprofit,49,73,943914,144,943914,,
02075300,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE,AR,721183347,Public,8,10,33952,20,33952,,
02075700,BRIARCLIFFE COLLEGE,NY,117143545,Proprietary,170,210,1499959,411,1499959,,
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,Private-Nonprofit,32,35,1043664,68,1043664,,
02077100,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,532026003,Private-Nonprofit,87,94,1372958,176,1370868,,
02077400,NORTH LAKE COLLEGE,TX,750383899,Public,0,0,0,0,0,,
02078000,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI,531320000,Private-Nonprofit,0,0,0,0,0,,
02078800,COLLECTIV HAIR DRESSING ACADEMY,UT,840473022,Proprietary,0,0,0,0,0,,
02078900,ART INSTITUTE OF COLORADO (THE),CO,802032172,Proprietary,183,244,2439285,604,2439285,,
02079400,EMPIRE BEAUTY SCHOOL,MA,017025232,Proprietary,148,177,915834,340,891824,,
02079700,COLLEGE OF HAIR DESIGN,NE,685082199,Proprietary,19,22,112942,47,112942,,
02081400,ARLINGTON BAPTIST COLLEGE,TX,760123425,Private-Nonprofit,17,19,204502,37,204502,,
02082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,,CB3   9ET,Foreign-Public,0,0,0,0,0,,
02083400,UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE,,CB3   9BB,Foreign-Public,0,0,0,0,0,,
02083600,BRIGHTWOOD COLLEGE,MD,207052698,Proprietary,30,33,212552,89,209619,,
02083900,NORTHERN NEW MEXICO COLLEGE,NM,875300000,Public,0,0,0,0,0,,
02084800,RAVENSCROFT BEAUTY COLLEGE,IN,468354132,Proprietary,3,3,13792,6,13792,,
02086400,MARINELLO SCHOOL OF BEAUTY,CA,950504808,Proprietary,41,45,152376,84,152376,,
02087000,OZARKA COLLEGE,AR,725560010,Public,0,0,0,0,0,,
02087400,UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE,,CB3   9DF,Foreign-Public,0,0,0,0,0,,
02087600,CONCORDIA THEOLOGICAL SEMINARY,IN,468254996,Private-Nonprofit,0,0,0,0,0,,
02087900,OXFORD BROOKES UNIVERSITY,,OX3   0BP,Foreign-Public,6,6,222897,12,222897,,
02089600,CONCORDE CAREER INSTITUTE,FL,322566905,Proprietary,57,61,515763,126,511945,,
02090200,TRIANGLE TECH,PA,165022594,Proprietary,8,10,52148,19,52148,,
02090300,CAPRI COLLEGE,IA,524040000,Proprietary,21,27,112997,53,112997,,
02090700,CLEVELAND UNIVERSITY-KANSAS CITY,KS,662101613,Private-Nonprofit,2,2,35500,4,35500,,
02091200,ELEGANCE INTERNATIONAL,CA,900286106,Proprietary,68,68,737733,133,737652,,
02091700,BRIGHTWOOD COLLEGE,CA,921231509,Proprietary,96,108,729520,251,710581,,
02092100,MASSACHUSETTS SCHOOL OF BARBERING,MA,021695058,Proprietary,2,2,10841,4,10841,,
02092300,EASTWICK COLLEGE - NUTLEY CAMPUS,NJ,071109802,Proprietary,55,69,327285,179,321241,,
02092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,NY,139013190,Proprietary,1,1,9122,2,9122,,
02092500,LAUREL TECHNICAL INSTITUTE,PA,161463843,Proprietary,24,39,133172,87,133172,,
02093600,SOUTHWEST INSTITUTE OF TECHNOLOGY,TX,787358890,Proprietary,0,0,0,0,0,,
02093700,LONG ISLAND BUSINESS INSTITUTE,NY,113542997,Proprietary,5,8,40886,15,37386,,
02094100,BEN-GURION UNIVERSITY OF THE NEGEV,,8410501,Foreign-Public,0,0,0,0,0,,
02094400,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,CB3   0BN,Foreign-Public,0,0,0,0,0,,
02095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,NW1 4SA,Foreign-Public,0,0,0,0,0,,
02096100,FIELDING GRADUATE UNIVERSITY,CA,931053814,Private-Nonprofit,0,0,0,0,0,,
02097300,HASTINGS BEAUTY SCHOOL,MN,550331205,Proprietary,0,0,0,0,0,,
02098300,WESTERN TECHNICAL COLLEGE,TX,799272105,Proprietary,68,68,635597,124,611374,,
02098400,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,NY,133501446,Public,1,1,1070,2,1070,,
02098800,UNIVERSITY OF PHOENIX,AZ,852822371,Proprietary,998,1149,10623116,2117,10617961,,
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,Private-Nonprofit,0,0,0,0,0,,
02099500,CENTRAL COMMUNITY COLLEGE,NE,688017299,Public,28,28,161441,55,161441,,
02099700,ROSS MEDICAL EDUCATION CENTER,MI,485071234,Proprietary,6,6,45264,12,45264,,
02100000,UNIVERSIDAD POLITECNICA DE PUERTO RICO,PR,009185955,Private-Nonprofit,7,7,46032,19,46032,,
02100200,BROOKHAVEN COLLEGE,TX,752444997,Public,0,0,0,0,0,,
02100300,MED-ASSIST SCHOOL OF HAWAII,HI,968134322,Proprietary,8,8,46670,18,46670,,
02100400,EVEREST INSTITUTE,MI,495252301,Proprietary,0,0,0,0,0,,
02100500,UNIVERSAL TECHNICAL INSTITUTE,AZ,850279969,Proprietary,1079,1466,11429480,3406,11415432,,
02100600,CARRINGTON COLLEGE,AZ,850154096,Proprietary,202,218,1374418,1034,1350431,,
02101000,NORTHWEST COLLEGE SCHOOL OF BEAUTY,OR,970867702,Proprietary,11,14,52724,29,52724,,
02101900,ROEHAMPTON UNIVERSITY,,SW15 5PJ,Foreign-Public,4,4,122200,13,122200,,
02102100,KINGSWOOD UNIVERSITY,,E4E 5L2,Foreign-Private,6,6,46600,13,46600,,
02103700,CAPRI INSTITUTE OF HAIR DESIGN,NJ,076523901,Proprietary,9,9,57654,18,57654,,
02104000,HARRIS SCHOOL OF BUSINESS,NJ,080022983,Proprietary,78,87,409197,161,381165,,
02104300,OTSEGO DELAWARE SCHOHARIE GREENE BOCES,NY,121340000,Public,1,1,6730,4,6730,,
02104400,SPA TECH INSTITUTE,ME,040930000,Proprietary,18,19,116124,37,116124,,
02104900,SUMNER COLLEGE,OR,972247157,Proprietary,15,17,152224,45,149805,,
02105300,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,980073722,Proprietary,2,2,6400,4,6400,,
02105900,HAIR DESIGN INSTITUTE AT FIFTH AVENUE,NY,112095409,Proprietary,9,10,28755,18,28755,,
02106100,COLLEGE OF COSMETOLOGY,OR,976013233,Proprietary,2,2,7391,3,5696,,
02106400,O'MORE COLLEGE OF DESIGN,TN,370642816,Private-Nonprofit,17,19,277655,34,277655,,
02106600,AMERICAN INSTITUTE,CT,061101922,Proprietary,53,64,243189,119,243189,,
02106700,TRINITY LUTHERAN COLLEGE,WA,982013569,Private-Nonprofit,18,19,219796,36,219796,,
02106800,BRAMSON ORT COLLEGE MAIN CAMPUS-01,NY,113754239,Private-Nonprofit,6,7,47500,13,47500,,
02107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,191021424,Private-Nonprofit,16,16,327959,29,327959,,
02107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,895123999,Public,3,3,26461,5,26461,,
02107800,UNIVERSITY OF HAWAII - WEST OAHU,HI,967074507,Public,6,8,31258,12,31258,,
02108600,LONDON ACADEMY OF MUSIC & DRAMATIC ART,,W14 9DA,Foreign-Private,6,7,304973,21,304973,,
02108800,WARDS CORNER BEAUTY ACADEMY,VA,235053700,Proprietary,0,0,0,0,0,,
02110200,COLUMBIA COLLEGE HOLLYWOOD,CA,913561411,Private-Nonprofit,80,85,1521358,239,1502414,,
02110700,CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS,OH,441152285,Proprietary,11,13,70630,25,66380,,
02110800,CALIFORNIA COLLEGE SAN DIEGO,CA,921111009,Proprietary,16,18,124425,36,124425,,
02110900,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN,NY,147609303,Public,3,3,8786,5,8786,,
02111300,CUYAMACA COLLEGE,CA,920194369,Public,0,0,0,0,0,,
02111600,DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS,VA,245412922,Proprietary,0,0,0,0,0,,
02112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,PA,165092482,Proprietary,47,66,373072,159,373072,,
02112300,RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE,CT,063205548,Proprietary,31,37,220995,68,199016,,
02112700,"NORTH HAVEN ACADEMY, LLC",CT,064733108,Proprietary,25,26,236999,50,236999,,
02113600,AMERICAN INTERCONTINENTAL UNIVERSITY,IL,601732007,Proprietary,135,146,1024357,370,1024357,,
02113800,ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,850072514,Proprietary,9,9,129746,17,123996,,
02114200,JOHNSON COLLEGE,PA,185081495,Private-Nonprofit,60,64,560743,116,560743,,
02115900,UNIVERSITY OF PORTSMOUTH,,PO1 2UP,Foreign-Public,3,3,91876,9,91876,,
02116000,SANFORD-BROWN COLLEGE,TX,770428900,Proprietary,97,100,671374,197,671374,,
02116300,PUEBLO COMMUNITY COLLEGE,CO,810041499,Public,9,12,70959,22,70959,,
02116700,UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE,,CB3   0BU,Foreign-Public,0,0,0,0,0,,
02116900,UPPER VALLEY JOINT VOCATIONAL SCHOOL,OH,453569237,Public,3,4,16921,8,16921,,
02117100,ART INSTITUTE OF HOUSTON (THE),TX,770277311,Proprietary,521,658,7130243,1732,7128526,,
02117300,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,OH,452411581,Public,15,15,87471,28,83441,,
02117400,BECK SCHOOL OF PRACTICAL NURSING,IL,622783368,Public,1,1,3900,1,3900,,
02117500,NAROPA UNIVERSITY,CO,803026697,Private-Nonprofit,55,57,1208182,105,1208182,,
02117800,AVEDA INSTITUTE LAFAYETTE,LA,705033246,Proprietary,8,8,52879,15,52879,,
02118000,LEVITTOWN BEAUTY ACADEMY,PA,190541713,Proprietary,1,1,8000,2,8000,,
02119100,MISSION COLLEGE,CA,950541897,Public,0,0,0,0,0,,
02119200,COURT REPORTING INSTITUTE OF ST LOUIS,MO,631053329,Proprietary,5,5,19340,8,19340,,
02119300,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,PA,159041440,Proprietary,15,15,110500,28,110500,,
02120000,UNIVERSITY OF LONDON - THE COURTAULD INSTITUTE OF ART,,WC2R 0RN,Foreign-Public,0,0,0,0,0,,
02120600,SAYBROOK UNIVERSITY,CA,946121928,Private-Nonprofit,0,0,0,0,0,,
02120700,SAN JOAQUIN VALLEY COLLEGE,CA,932919283,Proprietary,361,411,3669344,822,3645636,,
02120800,YORKTOWNE BUSINESS INSTITUTE,PA,174042039,Proprietary,6,6,20400,8,20400,,
02121100,MIDWEST INSTITUTE,MO,630262023,Proprietary,2,2,13510,3,8510,,
02122000,NEW ENGLAND HAIR ACADEMY,MA,021485118,Proprietary,25,25,228131,54,224447,,
02123200,AVEDA INSTITUTE,MN,554141004,Proprietary,25,26,237361,49,237361,,
02124000,ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING,NY,109242410,Public,4,4,20094,7,20094,,
02124400,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,627040000,Proprietary,21,21,127289,37,127289,,
02124500,FRANKLIN TECHNOLOGY CENTER,MO,648011595,Public,2,2,12000,4,12000,,
02125000,CAREER ACADEMY OF BEAUTY,CA,928452032,Proprietary,2,2,6852,4,6852,,
02125200,MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,DE,199581462,Private-Nonprofit,0,0,0,0,0,,
02125300,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,371152120,Proprietary,2,2,17700,4,17700,,
02125500,CIRCLE IN THE SQUARE THEATRE SCHOOL,NY,100196795,Private-Nonprofit,10,10,202012,20,202012,,
02125600,MICHIGAN COLLEGE OF BEAUTY,MI,480835210,Proprietary,6,6,33616,12,33616,,
02126300,MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM,NY,134783526,Public,0,0,0,0,0,,
02126500,ENID BEAUTY COLLEGE,OK,737034767,Proprietary,0,0,0,0,0,,
02127400,YTI CAREER INSTITUTE,PA,174029017,Proprietary,165,204,1347707,519,1347707,,
02127900,SOJOURNER-DOUGLASS COLLEGE,MD,212051802,Private-Nonprofit,0,0,0,0,0,,
02128200,BRIDGES BEAUTY COLLEGE,CA,923953821,Proprietary,1,1,2033,2,2033,,
02128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,Proprietary,19,25,112295,47,110409,,
02128600,ART INSTITUTE OF CINCINNATI (THE),OH,452463322,Proprietary,8,10,65350,18,59700,,
02129000,TRIANGLE TECH,PA,156013304,Proprietary,40,53,463741,104,463741,,
02131100,DUCRET SCHOOL OF THE ARTS,NJ,070602802,Private-Nonprofit,2,2,6320,4,6320,,
02131600,PENNCO TECH,NJ,080129961,Proprietary,84,107,595039,206,591995,,
02132300,FORTIS INSTITUTE,NJ,074707041,Proprietary,102,129,715486,277,715486,,
02132800,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,200072758,Private-Nonprofit,0,0,0,0,0,,
02133400,UNIVERSITY OF CAMBRIDGE - SIDNEY SUSSEX COLLEGE,,CB2   3HU,Foreign-Public,0,0,0,0,0,,
02134500,LA' JAMES INTERNATIONAL COLLEGE,IA,528063452,Proprietary,1,1,4148,2,4148,,
02134800,OLD TOWN BARBER  COLLEGE,KS,672111693,Proprietary,1,2,4450,4,4450,,
02136600,WISCONSIN LUTHERAN COLLEGE,WI,532264626,Private-Nonprofit,151,158,1645209,288,1637496,,
02137000,ROB ROY ACADEMY,MA,027803121,Proprietary,3,3,15387,6,15387,,
02137100,BLACK HILLS BEAUTY COLLEGE,SD,577012718,Proprietary,2,2,11310,3,8088,,
02137200,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM,MA,021142696,Private-Nonprofit,0,0,0,0,0,,
02138300,PALO ALTO UNIVERSITY,CA,943041337,Private-Nonprofit,2,2,42467,6,42467,,
02138500,BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING,NY,121806166,Public,3,3,21680,6,20999,,
02139500,HAWAII INSTITUTE OF HAIR DESIGN,HI,968175195,Proprietary,2,2,12000,4,12000,,
02140000,RIVERSIDE COLLEGE OF HEALTH CAREERS,VA,236013808,Private-Nonprofit,21,21,151885,47,151885,,
02140400,ST. JOSEPH SCHOOL OF NURSING,NH,030604161,Private-Nonprofit,1,1,5600,2,5600,,
02140700,CANTON CITY SCHOOL DISTRICT ADULT CAREER & TECHNICAL EDUCATION,OH,447051710,Public,1,1,2000,2,2000,,
02140800,MARTIN UNIVERSITY,IN,462183878,Private-Nonprofit,0,0,0,0,0,,
02141500,SAVANNAH COLLEGE OF ART AND DESIGN,GA,314014592,Private-Nonprofit,1950,2394,60911874,5704,60911874,,
02142000,UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE,,CB2   8PH,Foreign-Public,0,0,0,0,0,,
02142200,LEX LA RAY TECHNICAL CENTER,MO,640671525,Public,0,0,0,0,0,,
02143400,SALISH KOOTENAI COLLEGE,MT,598550000,Public,0,0,0,0,0,,
02143500,STERLING COLLEGE,VT,058270072,Private-Nonprofit,20,39,277644,78,267780,,
02144000,BEAUTY INSTITUTE (THE),PA,181091629,Proprietary,4,5,30061,10,30061,,
02144600,KILIAN COMMUNITY COLLEGE,SD,571037020,Private-Nonprofit,4,4,25666,10,25666,,
02144800,VET TECH INSTITUTE OF HOUSTON,TX,770279881,Proprietary,47,56,397870,104,378054,,
02145100,SCOTT COLLEGE OF COSMETOLOGY,WV,260033532,Proprietary,1,1,4100,2,4100,,
02145800,CAYUGA ONONDAGA BOCES,NY,130219430,Public,0,0,0,0,0,,
02146000,WAYNE - FINGER LAKES BOCES,NY,145131863,Public,4,5,33431,10,33431,,
02146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,850425898,Public,0,0,0,0,0,,
02146800,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,078014054,Proprietary,27,27,511356,53,501203,,
02148200,FASHION FOCUS HAIR ACADEMY,FL,342314815,Proprietary,1,1,10575,2,10575,,
02148300,MANHATTAN BEAUTY SCHOOL,FL,336111304,Proprietary,0,0,0,0,0,,
02148700,CONNECTICUT INSTITUTE OF HAIR DESIGN,CT,067163322,Proprietary,0,0,0,0,0,,
02149700,UNIVERSITY OF WINCHESTER (THE),,S022 4NR,Foreign-Public,4,4,86250,8,86250,,
02149900,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,FL,322464737,Proprietary,24,25,167529,49,167529,,
02150600,COSMETOLOGY AND SPA ACADEMY,IL,600144003,Proprietary,3,3,11941,6,11941,,
02151500,CENTRAL SUSQUEHANNA LPN CAREER CENTER,PA,178378818,Public,10,13,57391,24,57391,,
02151900,KEISER UNIVERSITY,FL,333093700,Private-Nonprofit,869,1049,6474386,1952,6474386,,
02153100,PAUL MITCHELL THE SCHOOL - MURFREESBORO,TN,371293382,Proprietary,13,14,95460,27,95460,,
02153600,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING,NY,139051699,Public,3,3,27159,6,27159,,
02154000,DIVERS ACADEMY OF THE EASTERN SEABOARD,NJ,080811139,Proprietary,8,9,199496,18,199321,,
02154400,BEAU MONDE COLLEGE OF HAIR DESIGN,OR,972321315,Proprietary,5,5,40223,10,40223,,
02154900,MISSOURI SCHOOL OF BARBERING & HAIRSTYLING,MO,630314701,Proprietary,0,0,0,0,0,,
02155300,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,CA,900173830,Private-Nonprofit,0,0,0,0,0,,
02156200,DELTA - MONTROSE TECHNICAL COLLEGE,CO,814168705,Public,0,0,0,0,0,,
02156800,UNIVERSITY OF OTAGO,,9016,Foreign-Public,1,1,10250,2,10250,,
02157100,CONCORDE CAREER COLLEGE,TN,381370132,Proprietary,71,75,434059,157,434059,,
02157900,ROCHESTER GENERAL-ISABELLA GRAHAM HART SCHOOL OF PRACTICAL NURSING,NY,146175504,Private-Nonprofit,1,1,9888,2,9888,,
02158200,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES,NY,128391053,Public,1,1,6000,2,6000,,
02158300,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,PA,170441675,Public,3,3,14650,6,14650,,
02158400,HARRISON COLLEGE,IN,462042611,Proprietary,161,196,1502963,486,1476266,,
02158500,OHIO BUSINESS COLLEGE,OH,440350701,Proprietary,19,21,92366,53,92361,,
02158600,MR. BELA'S SCHOOL OF COSMETOLOGY,MI,480911192,Proprietary,1,1,3500,2,3500,,
02158800,DON ROBERTS BEAUTY SCHOOL,IN,463854597,Proprietary,0,0,0,0,0,,
02159600,BAPTIST COLLEGE OF FLORIDA (THE),FL,324403306,Private-Nonprofit,8,12,38850,13,38850,,
02159700,NEW HOPE CHRISTIAN COLLEGE,OR,974051194,Private-Nonprofit,11,12,116946,24,116946,,
02159800,"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR, SKIN, AND NAILS",MN,557461734,Proprietary,2,2,7000,4,7000,,
02160100,GENEVA GENERAL HOSPITAL,NY,144561651,Private-Nonprofit,3,6,10000,7,10000,,
02160300,SANFORD-BROWN COLLEGE,IL,606063433,Proprietary,31,41,388249,113,385922,,
02160900,PCI ACADEMY,IA,500106062,Proprietary,23,30,94679,60,92442,,
02161400,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,191344497,Private-Nonprofit,3,3,22970,6,22970,,
02161800,MUSICIANS INSTITUTE,CA,900286157,Proprietary,254,318,5928498,708,5793658,,
02162300,"IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA",,08034,Foreign-Private,0,0,0,0,0,,
02163300,UNIVERSIDAD CENTRAL DEL CARIBE,PR,009606032,Private-Nonprofit,0,0,0,0,0,,
02163400,NEW YORK CAREER INSTITUTE,NY,100072801,Proprietary,12,12,88754,41,85636,,
02163500,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,022152005,Proprietary,9,10,208851,30,208851,,
02163600,WILLIAM JAMES COLLEGE,MA,024593211,Private-Nonprofit,0,0,0,0,0,,
02164200,FOREST INSTITUTE OF PROFESSIONAL PSYCHOLOGY,MO,658071445,Private-Nonprofit,0,0,0,0,0,,
02164300,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,463759999,Proprietary,2,2,24365,3,17382,,
02165100,EDP UNIVERSITY OF PUERTO RICO,PR,009192303,Private-Nonprofit,0,0,0,0,0,,
02165200,SALON PROFESSIONAL ACADEMY (THE),CO,815015309,Proprietary,7,9,36916,18,36916,,
02165900,CHILLICOTHE BEAUTY ACADEMY,MO,646012612,Proprietary,2,2,31000,4,31000,,
02166000,CENTER FOR ADVANCED STUDIES ON PUERTO RICO & THE CARIBBEAN,PR,009013970,Private-Nonprofit,0,0,0,0,0,,
02166100,ELAINE P. NUNEZ COMMUNITY COLLEGE,LA,700431249,Public,0,0,0,0,0,,
02166200,ITI TECHNICAL COLLEGE,LA,708175927,Proprietary,73,85,315386,214,315386,,
02166400,INSTITUTO DE BANCA Y COMERCIO,PR,009171102,Proprietary,1,1,10000,2,10000,,
02167000,PRAIRIE BIBLE INSTITUTE,,T0M   2N0,Foreign-Private,2,2,22050,4,22050,,
02167400,UNIVERSITY OF CAMBRIDGE - CORPUS CHRISTI COLLEGE,,CB2   1RH,Foreign-Public,0,0,0,0,0,,
02167800,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,932916354,Proprietary,0,0,0,0,0,,
02168600,EAST-WEST UNIVERSITY,IL,606052185,Private-Nonprofit,10,11,116817,27,113734,,
02168900,KANSAS CHRISTIAN COLLEGE,KS,662041975,Private-Nonprofit,0,0,0,0,0,,
02169100,DAVIS COLLEGE,NY,137902712,Private-Nonprofit,13,15,98721,26,93008,,
02169600,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,168309702,Public,6,7,47181,12,47181,,
02169900,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,MA,017521288,Public,0,0,0,0,0,,
02170000,SWEDISH INSTITUTE,NY,100016700,Proprietary,33,37,303405,78,280646,,
02170200,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM,NY,122052111,Public,4,4,38536,12,38536,,
02170600,UNITED STATES SPORTS ACADEMY,AL,365267055,Private-Nonprofit,1,1,5215,1,5215,,
02171500,WESTERN INTERNATIONAL UNIVERSITY,AZ,852820000,Proprietary,0,0,0,0,0,,
02171900,AILEY SCHOOL (THE),NY,100194402,Private-Nonprofit,3,3,56408,6,56408,,
02172100,HAMILTON - FULTON - MONTGOMERY BOCES,NY,120950665,Public,0,0,0,0,0,,
02172700,CONCORDE CAREER INSTITUTE,FL,336074165,Proprietary,33,34,219805,67,219805,,
02172800,DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING,NY,126016599,Public,4,4,23000,8,23000,,
02173200,EMPIRE BEAUTY SCHOOL,NY,100013010,Proprietary,171,215,707217,409,690729,,
02173900,ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING,NY,124660000,Public,3,3,17000,6,17000,,
02174400,TRIANGLE TECH,PA,158409544,Proprietary,61,71,602881,142,602881,,
02174800,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,031100000,Proprietary,20,21,160489,41,160489,,
02175800,CENTRA COLLEGE OF NURSING,VA,245011109,Private-Nonprofit,0,0,0,0,0,,
02176000,CHERYL FELL'S SCHOOL OF BUSINESS,NY,143041505,Proprietary,0,0,0,0,0,,
02177500,RIO SALADO COMMUNITY COLLEGE,AZ,852816948,Public,3,3,14863,5,14863,,
02177700,UNIVERSITY OF CAMBRIDGE - KING'S COLLEGE,,CB2   1ST,Foreign-Public,1,1,56515,3,56515,,
02178200,CHARLESTON SCHOOL OF BEAUTY CULTURE,WV,253012206,Proprietary,0,0,0,0,0,,
02178500,EAGLE GATE COLLEGE,UT,841235798,Proprietary,9,12,75589,26,66494,,
